prod-descr;prod-;prod-comentario;prod-aval
 Neutrogena  Sun Fresh Derm Care FPS 70 - Protetor Solar Facial 40g ; Neutrogena ;melhor protetor solar pra pele oleosa testei. Passei tempo usando outros pessoal internet indica gasto dinheiro, pq melhor protetor melhor custo benefício mercado opinião sum fresh neutrogena!!!;4.7
 Neutrogena  Sun Fresh Derm Care FPS 70 - Protetor Solar Facial 40g ; Neutrogena ;melhores protetores solares ja usei, absorve bem pegajoso, pode usar maquiagem após uso protetor vai esfarelar.;4.7
 Neutrogena  Sun Fresh Derm Care FPS 70 - Protetor Solar Facial 40g ; Neutrogena ;Deixa pele oleosa, esbranquiçada (se esfregar vai esfarelar), arde olhos. Basicamente Neostrata baixo valor.;4.7
 Neutrogena  Sun Fresh Derm Care FPS 70 - Protetor Solar Facial 40g ; Neutrogena ;Arrisco dizer melhor protetor ja usei , moro MT faz 45º sombra achei bem sequinho (eu pele seca) !!;4.7
 Neutrogena  Sun Fresh Derm Care FPS 70 - Protetor Solar Facial 40g ; Neutrogena ;Absorve bem, deixa esbranquiçado, hidrata, resseca deixa aspecto brilhoso matte, deixa normal. Achei produto precioso dinheiro investir protetores benefícios tipo pele.;4.7
 Neutrogena  Sun Fresh Derm Care FPS 70 Pele Clara - Protetor Solar Facial 40g ; Neutrogena ;adaptou bem tom pele, deixa pele sequinha, pegajoso, fácil aplicação. Amei!;4.8
 Neutrogena  Sun Fresh Derm Care FPS 70 Pele Clara - Protetor Solar Facial 40g ; Neutrogena ;protetor bom, cobertura base, boa atende, tão seco outros usei. valor produto excelente.;4.8
 Neutrogena  Sun Fresh Derm Care FPS 70 Pele Clara - Protetor Solar Facial 40g ; Neutrogena ;Ótima qualidade proteção solar deixa pele super sequinha.;4.8
 Neutrogena  Sun Fresh Derm Care FPS 70 Pele Clara - Protetor Solar Facial 40g ; Neutrogena ;protetor ótimo, amei. deixou pele esbranquiçada, textura leve cheiroso.;4.8
 Neutrogena  Sun Fresh Derm Care FPS 70 Pele Clara - Protetor Solar Facial 40g ; Neutrogena ;melhor protetor cor ja usei. Ganha disparado famosinhos mega caros aí. pele oleosa deu super certo. Lavo rosto sabonete anti oleosidade neutrogena seguida passo protetor. transfere pouco, vezes passo pó translucido tbem pra selar. algumas manchas melasma, ameniza cobre. ja esperava isso, afinal base cobre tudo. protetor uniformiza legal. arde olhos. usando diariamente semana elogios. troco !;4.8
 Neutrogena  Sun Fresh Derm Care FPS 70 Pele Clara - Protetor Solar Facial 40g ; Neutrogena ;Chegou bem embalado, uso protetor gosto muito.;4.8
 Neutrogena  Sun Fresh Derm Care FPS 70 Pele Morena - Protetor Solar Facial 40g ; Neutrogena ;Chegou bem embalado, uso protetor gosto muito.;4.8
 Neutrogena  Sun Fresh Derm Care FPS 70 Pele Morena - Protetor Solar Facial 40g ; Neutrogena ;melhor protetor cor ja usei. Ganha disparado famosinhos mega caros aí. pele oleosa deu super certo. Lavo rosto sabonete anti oleosidade neutrogena seguida passo protetor. transfere pouco, vezes passo pó translucido tbem pra selar. algumas manchas melasma, ameniza cobre. ja esperava isso, afinal base cobre tudo. protetor uniformiza legal. arde olhos. usando diariamente semana elogios. troco !;4.8
 Neutrogena  Sun Fresh Derm Care FPS 70 Pele Morena - Protetor Solar Facial 40g ; Neutrogena ;protetor bom, cobertura base, boa atende, tão seco outros usei. valor produto excelente.;4.8
 Neutrogena  Sun Fresh Derm Care FPS 70 Pele Morena - Protetor Solar Facial 40g ; Neutrogena ;adaptou bem tom pele, deixa pele sequinha, pegajoso, fácil aplicação. Amei!;4.8
 Neutrogena  Sun Fresh Derm Care FPS 70 Pele Morena - Protetor Solar Facial 40g ; Neutrogena ;protetor ótimo, amei. deixou pele esbranquiçada, textura leve cheiroso.;4.8
 Neutrogena  Sun Fresh Derm Care FPS 70 Pele Morena - Protetor Solar Facial 40g ; Neutrogena ;Ótima qualidade proteção solar deixa pele super sequinha.;4.8
 Neutrogena  Sun Fresh Derm Care FPS70 sem Cor - Protetor Solar Facial 40g ; Neutrogena ;ótimo;4.0
 Neutrogena  Sun Fresh Derm Care FPS70 sem Cor - Protetor Solar Facial 40g ; Neutrogena ;amando protetor, serve tanto pra proteger sol, hidratar pele! Super indico pele seca.;4.0
 Neutrogena  Sun Fresh Derm Care FPS70 sem Cor - Protetor Solar Facial 40g ; Neutrogena ;ótimo pele seca pois além proteger hidrata deixar oleoso pesado pele, fica sequinho porém consegue perceber hidrata pele. acostumado neutrogena tradicional azul pode estranhar pois diferentes, azul textura bem sequinha leve, cremão mesmo. amei!;4.0
 Neutrogena  Sun Fresh Derm Care FPS70 sem Cor - Protetor Solar Facial 40g ; Neutrogena ;deixou pele extremamente oleosa.;4.0
 Neutrogena  Sun Fresh Derm Care com Cor FPS70 - Protetor Solar Facial 40g ; Neutrogena ;ótimo;4.0
 Neutrogena  Sun Fresh Derm Care com Cor FPS70 - Protetor Solar Facial 40g ; Neutrogena ;amando protetor, serve tanto pra proteger sol, hidratar pele! Super indico pele seca.;4.0
 Neutrogena  Sun Fresh Derm Care com Cor FPS70 - Protetor Solar Facial 40g ; Neutrogena ;ótimo pele seca pois além proteger hidrata deixar oleoso pesado pele, fica sequinho porém consegue perceber hidrata pele. acostumado neutrogena tradicional azul pode estranhar pois diferentes, azul textura bem sequinha leve, cremão mesmo. amei!;4.0
 Neutrogena  Sun Fresh Derm Care com Cor FPS70 - Protetor Solar Facial 40g ; Neutrogena ;deixou pele extremamente oleosa.;4.0
 Neutrogena  Sun Fresh FPS 70 - Protetor Solar Facial 40g ; Neutrogena ;Amo protetor, uso anos fico sem!;4.6
 Neutrogena  Sun Fresh FPS 70 - Protetor Solar Facial 40g ; Neutrogena ;mt cheiro, enviado dia seguinte chegou;4.6
 Neutrogena  Sun Fresh FPS 70 - Protetor Solar Facial 40g ; Neutrogena ;pele fica pegajosa esbranquiçada.;4.6
 Neutrogena  Sun Fresh FPS 70 - Protetor Solar Facial 40g ; Neutrogena ;Bom fator proteção solar deixa esbranquiçado, porem demora secar pele, motivo compraria novamente.;4.6
 Neutrogena  Sun Fresh FPS 70 - Protetor Solar Facial 40g ; Neutrogena ;Aproveitei black comprei logo 04 rs pele deu super bem! toque seco absorvido rapidamente, senti sensação oleosa grude. cheiro suave senti nenhum incômodo olhos!;4.6
 Neutrogena  Sun Fresh FPS 70 - Protetor Solar Facial 40g ; Neutrogena ;Comprei indicação dermatologista disse eficiente ação clarear pele. Enfim nenhum problema sério melasma tb, gostei textura hora passar rosto, achei grudento deixou esbranquiçado, acho exagerei, rosto ficou ok durante dia. Vou tentar novo, vamos ver! Fator proteção alto preço ótimo tb!;4.6
 Neutrogena  Sun Fresh FPS 70 - Protetor Solar Facial 40g ; Neutrogena ;Perfeito;4.6
 Peel Line  Pro-D Anti Ox FPS 50 - Protetor Solar Facial 50g ; Peel Line ;;3.0
 Peel Line  Pro-D Anti Ox FPS 50 - Protetor Solar Facial 50g ; Peel Line ;;
 Peel Line  Prod-D Anti-Oleosidade FPS 50 - Protetor Solar Facial 50g ; Peel Line ;;0.0
 Peel Line  Prod-D Anti-Oleosidade FPS 50 - Protetor Solar Facial 50g ; Peel Line ;;
 Peel Line  Scalp Umidificador Power Cachos 140ml ; Peel Line ;;0.0
 Pink Cheeks  Antiatrito em Bastão Speedo 13g ; Pink Cheeks ;;0.0
 Pink Cheeks  Pink Stick 15KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;Adorei, cobertura bem leve porém deixa pele bonita ... nada pesado oleoso, parece passou nada sentir. realmente arde olhos escorre;4.8
 Pink Cheeks  Pink Stick 15KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;protetor toque seco cheiro agradável.;4.8
 Pink Cheeks  Pink Stick 15KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;MARAVILHOSO, derrete esporte, cheirinho suave bom, cobre manchas, prático aplicar, amei!;4.8
 Pink Cheeks  Pink Stick 15KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;Infelizmente produto deixa rosto oleoso, fica seco, passando mão (de leve) sai parte produto;4.8
 Pink Cheeks  Pink Stick 15KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;Produto cheiroso, nao oleoso, boa cobertura, otimo dia dia;4.8
 Pink Cheeks  Pink Stick 15KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;ótimo cobertura, recomendo pele oleosa use pó selar, porque matte.;4.8
 Pink Cheeks  Pink Stick 15KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;faço uso desse produto gosto textura, cor, durabilidade, recomendo;4.8
 Pink Cheeks  Pink Stick 15KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;Compro site principalmente pontuação LIVELO. Pontuação veio errada dessa vez. Recebi menos propaganda.;4.8
 Pink Cheeks  Pink Stick 21KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;Adorei, cobertura bem leve porém deixa pele bonita ... nada pesado oleoso, parece passou nada sentir. realmente arde olhos escorre;4.8
 Pink Cheeks  Pink Stick 21KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;Infelizmente produto deixa rosto oleoso, fica seco, passando mão (de leve) sai parte produto;4.8
 Pink Cheeks  Pink Stick 21KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;Produto cheiroso, nao oleoso, boa cobertura, otimo dia dia;4.8
 Pink Cheeks  Pink Stick 21KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;Boa cobertura cheirinho super agradável.;4.8
 Pink Cheeks  Pink Stick 21KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;MARAVILHOSO, derrete esporte, cheirinho suave bom, cobre manchas, prático aplicar, amei!;4.8
 Pink Cheeks  Pink Stick 21KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;ótimo cobertura, recomendo pele oleosa use pó selar, porque matte.;4.8
 Pink Cheeks  Pink Stick 21KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;protetor toque seco cheiro agradável.;4.8
 Pink Cheeks  Pink Stick 21KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;Top amei;4.8
 Pink Cheeks  Pink Stick 21KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;faço uso desse produto gosto textura, cor, durabilidade, recomendo;4.8
 Pink Cheeks  Pink Stick 42KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;ótimo cobertura, recomendo pele oleosa use pó selar, porque matte.;4.8
 Pink Cheeks  Pink Stick 42KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;faço uso desse produto gosto textura, cor, durabilidade, recomendo;4.8
 Pink Cheeks  Pink Stick 42KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;Produto cheiroso, nao oleoso, boa cobertura, otimo dia dia;4.8
 Pink Cheeks  Pink Stick 42KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;Infelizmente produto deixa rosto oleoso, fica seco, passando mão (de leve) sai parte produto;4.8
 Pink Cheeks  Pink Stick 42KM FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;Adorei, cobertura bem leve porém deixa pele bonita ... nada pesado oleoso, parece passou nada sentir. realmente arde olhos escorre;4.8
 Pink Cheeks  Pink Stick 42KM Rio FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;Adorei, cobertura bem leve porém deixa pele bonita ... nada pesado oleoso, parece passou nada sentir. realmente arde olhos escorre;4.8
 Pink Cheeks  Pink Stick 42KM Rio FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;Infelizmente produto deixa rosto oleoso, fica seco, passando mão (de leve) sai parte produto;4.8
 Pink Cheeks  Pink Stick 42KM Rio FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;protetor toque seco cheiro agradável.;4.8
 Pink Cheeks  Pink Stick 42KM Rio FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;Compro site principalmente pontuação LIVELO. Pontuação veio errada dessa vez. Recebi menos propaganda.;4.8
 Pink Cheeks  Pink Stick 42KM Rio FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;Top amei;4.8
 Pink Cheeks  Pink Stick 42KM Rio FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;Boa cobertura cheirinho super agradável.;4.8
 Pink Cheeks  Pink Stick 42KM Rio FPS 90 - Protetor Solar com Cor 14g ; Pink Cheeks ;MARAVILHOSO, derrete esporte, cheirinho suave bom, cobre manchas, prático aplicar, amei!;4.8
 Pink Cheeks  Pink Stick 5KM FPS 90 - Protetor Solar Facial 14g ; Pink Cheeks ;Adorei, cobertura bem leve porém deixa pele bonita ... nada pesado oleoso, parece passou nada sentir. realmente arde olhos escorre;4.8
 Pink Cheeks  Pink Stick 5KM FPS 90 - Protetor Solar Facial 14g ; Pink Cheeks ;Infelizmente produto deixa rosto oleoso, fica seco, passando mão (de leve) sai parte produto;4.8
 Pink Cheeks  Pink Stick 5KM FPS 90 - Protetor Solar Facial 14g ; Pink Cheeks ;faço uso desse produto gosto textura, cor, durabilidade, recomendo;4.8
 Pink Cheeks  Pink Stick 5KM FPS 90 - Protetor Solar Facial 14g ; Pink Cheeks ;ótimo cobertura, recomendo pele oleosa use pó selar, porque matte.;4.8
 Pink Cheeks  Pink Stick 5KM FPS 90 - Protetor Solar Facial 14g ; Pink Cheeks ;Produto cheiroso, nao oleoso, boa cobertura, otimo dia dia;4.8
 Pink Cheeks  Pro Stick FPS96 Pro10 - Protetor Solar em Bastão com Cor 14g ; Pink Cheeks ;Maravilhoso. Super indico;4.6
 Pink Cheeks  Pro Stick FPS96 Pro10 - Protetor Solar em Bastão com Cor 14g ; Pink Cheeks ;Amei produto! Achei cobertura leve, pro dia dia perfeito, espalha bem, nao deixa rosto oleoso acho durou bem dia atividade fisica. Nao usei pra treinar ainda. acredito bom desempenho.;4.6
 Pink Cheeks  Pro Stick FPS96 Pro10 - Protetor Solar em Bastão com Cor 14g ; Pink Cheeks ;Maravilhoso! Desliza perfeitamente, super aveludado. Recomendo.;4.6
 Pink Cheeks  Pro Stick FPS96 Pro10 - Protetor Solar em Bastão com Cor 14g ; Pink Cheeks ;Amei aprovado tanto dia dia pratica exercício;4.6
 Pink Cheeks  Pro Stick FPS96 Pro10 - Protetor Solar em Bastão com Cor 14g ; Pink Cheeks ;Amo eete protetor!;4.6
 Pink Cheeks  Pro Stick FPS96 Pro10 - Protetor Solar em Bastão com Cor 14g ; Pink Cheeks ;gostei bastante, usando todos dias realmente prova d’água transfere pouco;4.6
 Pink Cheeks  Pro Stick FPS96 Pro20 - Protetor Solar em Bastão com Cor 14g ; Pink Cheeks ;Amei aprovado tanto dia dia pratica exercício;4.6
 Pink Cheeks  Pro Stick FPS96 Pro20 - Protetor Solar em Bastão com Cor 14g ; Pink Cheeks ;Amo eete protetor!;4.6
 Pink Cheeks  Pro Stick FPS96 Pro20 - Protetor Solar em Bastão com Cor 14g ; Pink Cheeks ;Maravilhoso! Desliza perfeitamente, super aveludado. Recomendo.;4.6
 Pink Cheeks  Pro Stick FPS96 Pro20 - Protetor Solar em Bastão com Cor 14g ; Pink Cheeks ;gostei bastante, usando todos dias realmente prova d’água transfere pouco;4.6
 Pink Cheeks  Pro Stick FPS96 Pro20 - Protetor Solar em Bastão com Cor 14g ; Pink Cheeks ;Amei produto! Achei cobertura leve, pro dia dia perfeito, espalha bem, nao deixa rosto oleoso acho durou bem dia atividade fisica. Nao usei pra treinar ainda. acredito bom desempenho.;4.6
 Pink Cheeks  Pro Stick FPS96 Pro20 - Protetor Solar em Bastão com Cor 14g ; Pink Cheeks ;Maravilhoso. Super indico;4.6
 Pink Cheeks  Speedo FPS96 - Protetor Solar Facial 14g ; Pink Cheeks ;produto cabe palma mão, tomei susto recebi, rende muito. pele mista único protetor solar deixa rosto oleoso, excelente mesmo, utilizo práticas esportivas sim dia dia. Vale pena.;5.0
 Profuse  Clair Cisteamin Emulsão Antimanchas 30g ; Profuse ;;0.0
 Profuse  Ensolei Antiacne Color FPS 30 - Protetor Solar Facial 40g ; Profuse ;surpreendeu. Textura levinha, seca rápido deixa pele aveludada. leve esperem cobertura base, dá leve cor, pele morena média fiquei rosadinha, realmente adaptou. Vi comentários sobre deixar pele brilhante, realmente fica matte, deixa brilho bonito toque seco segurou bem oleosidade, certeza recomendo;5.0
 Sallve  FPS60 Cor 10 - Protetor Solar com Cor 40g ; Sallve ;;0.0
 Sallve  FPS60 Cor 20 - Protetor Solar com Cor 40g ; Sallve ;;0.0
 Sallve  FPS60 Cor 30 - Protetor Solar com Cor 40g ; Sallve ;;0.0
 Sallve  FPS60 Cor 40 - Protetor Solar com Cor 40g ; Sallve ;;0.0
 Sallve  FPS60 Cor 60 - Protetor Solar com Cor 40g ; Sallve ;;0.0
 Samana  Protetor Solar FPS70 Clareador Dermo Melan Force 100g ; Samana ;;0.0
 Sanavita  COLAGENO VERISOL - FRUTAS TROPICAIS - LATA 150 G ; Sanavita ;Simplesmente, MARAVILHOSO! Cabelo, pele unhas, bem melhor. Adorei!;5.0
 Shiseido  BB For Sports FPS 50 Dark - Base Líquida 30ml ; Shiseido ;Produto maravilhoso, poderia pouco maior embalagem, visto valor produto;4.8
 Shiseido  BB For Sports FPS 50 Dark - Base Líquida 30ml ; Shiseido ;textura boa, cheiro agradável, fato seca rapidamente quanto suor maior aderência pele. única critica mini.;4.8
 Shiseido  BB For Sports FPS 50 Dark - Base Líquida 30ml ; Shiseido ;Demora sair pele,quanto proteção ainda sei pois fiquei exposta sol intenso enquanto usava ele. Shiseido realmente outro nível!!;4.8
 Shiseido  BB For Sports FPS 50 Dark - Base Líquida 30ml ; Shiseido ;melhor vida dura dia inteiro deixa oleosa pele perfeito simplesmente. Vale cada centavo!;4.8
 Shiseido  BB For Sports FPS 50 Dark - Base Líquida 30ml ; Shiseido ;Comprei cor Dark. Protege bastante, hidratante, cheiro maravilhoso, hidratante, sedoso, cor transfere pouco. preço salgado quantidade embalagem bem pequena, parece amostra grátis grátis (30ml), cumpre bem função prova d’água suor. Parece make. frasco 150/200ml poderia novo queridinho diário.;4.8
 Shiseido  BB For Sports FPS 50 Light - Base Líquida 30ml ; Shiseido ;textura boa, cheiro agradável, fato seca rapidamente quanto suor maior aderência pele. única critica mini.;4.8
 Shiseido  BB For Sports FPS 50 Light - Base Líquida 30ml ; Shiseido ;Comprei cor Dark. Protege bastante, hidratante, cheiro maravilhoso, hidratante, sedoso, cor transfere pouco. preço salgado quantidade embalagem bem pequena, parece amostra grátis grátis (30ml), cumpre bem função prova d’água suor. Parece make. frasco 150/200ml poderia novo queridinho diário.;4.8
 Shiseido  BB For Sports FPS 50 Light - Base Líquida 30ml ; Shiseido ;longe melhor protetor usei. Textura aveludada, cor uniforme, cheiro. Pra mim qualidade: sai nada! lavando ainda fica, então gostarem desta “aderência” melhor avaliar! pra mim melhor ever!;4.8
 Shiseido  BB For Sports FPS 50 Light - Base Líquida 30ml ; Shiseido ;melhor vida dura dia inteiro deixa oleosa pele perfeito simplesmente. Vale cada centavo!;4.8
 Shiseido  BB For Sports FPS 50 Light - Base Líquida 30ml ; Shiseido ;Produto maravilhoso, poderia pouco maior embalagem, visto valor produto;4.8
 Shiseido  BB For Sports FPS 50 Light - Base Líquida 30ml ; Shiseido ;Demora sair pele,quanto proteção ainda sei pois fiquei exposta sol intenso enquanto usava ele. Shiseido realmente outro nível!!;4.8
 Shiseido  BB For Sports FPS 50 Medium Dark - Base Líquida 30ml ; Shiseido ;Comprei cor Dark. Protege bastante, hidratante, cheiro maravilhoso, hidratante, sedoso, cor transfere pouco. preço salgado quantidade embalagem bem pequena, parece amostra grátis grátis (30ml), cumpre bem função prova d’água suor. Parece make. frasco 150/200ml poderia novo queridinho diário.;4.8
