prod_descricao;prod_marca;prod_detalhe;prod_fps
Protetor Solar Facial L'Oréal Paris UV Defender Antioleosidade FPS60 - 40g; L'Oréal Paris;UV Defender, de L'Oréal Paris, é um protetor solar diário anti-fotoenvelhecimento e antioleosidade que protege a sua pele dos raios UV, do envelhecimento precoce e uniformiza a pele. Previne linhas de expressão, rugas e manchas solares.   Protetor de amplo espectro, sistema de filtros potencializado com Mexoryl SX e filtros UVA longos FPS 60. Previne o envelhecimento precoce da pele proveniente dos raios UV: linhas de expressão, rugas e manchas solares.   Sua fórmula é enriquecida com ativo hialurônico, conhecido por sua capacidade de reter até 1000 vezes seu peso em água. Este ingrediente ajuda a manter o nível de hidratação na pele, prevenindo o aparecimento de novas linhas.  Benefícios: - Anti-Fotoenvelhecimento - Antioleosidade - Previne Linhas de Expressão - Previne Rugas - Previne Manchas Solares - Protege dos Raios UV com FPS 60 - Com cor: Uniformiza a Pele  Indicação: Indicado para todos os tipos de pele.  Modo de Uso: Aplique abundantemente sobre a pele 30 minutos antes da exposição ao sol.;60
Protetor Solar Facial L'Oréal Paris UV Defender Antioleosidade FPS60 - 40g; L'Oréal Paris;Protetor Diário L'Oréal Paris Uv Defender Antioleosidade Fps 60, L'Oréal Paris Por que utilizar o UV Defender? Problemática 80% dos sinais de envelhecimento*** São causados pelos Raios UV. *** Estudos clínicos afirma sinais de envelhecimento da pele. Gama Completa com Cor e sem Cor Previne o Envelhecimento causados pelos Raios UV Dica de Rotina Anti-Idade L'Oréal Paris Novo UV Defender - Protetor diário antienvelhecimento com toque seco UV Defender, de L'Oréal Paris, é um protetor solar diário anti-fotoenvelhecimento e antioleosidade que protege a sua pele dos raios UV, do envelhecimento precoce e uniformiza a pele. Previne linhas de expressão, rugas e manchas solares.   Protetor de amplo espectro, sistema de filtros potencializado com Mexoryl SX e filtros UVA longos FPS 60. Previne o envelhecimento precoce da pele proveniente dos raios UV: linhas de expressão, rugas e manchas solares.   Sua fórmula é enriquecida com ativo hialurônico, conhecido por sua capacidade de reter até 1000 vezes seu peso em água. Este ingrediente ajuda a manter o nível de hidratação na pele, prevenindo o aparecimento de novas linhas.  Benefícios: - Anti-Fotoenvelhecimento - Antioleosidade - Previne Linhas de Expressão - Previne Rugas - Previne Manchas Solares - Protege dos Raios UV com FPS 60 - Com cor: Uniformiza a Pele  Indicação: Indicado para todos os tipos de pele.  Modo de Uso: Aplique abundantemente sobre a pele 30 minutos antes da exposição ao sol.;60
Protetor Solar Facial L'Oréal Paris UV Defender Antioleosidade FPS60 - 40g; L'Oréal Paris;SEM DETALHE;60
Protetor Solar Facial La Roche-Posay - Anthelios Hydraox FPS 60 - 50g; La Roche-Posay;"O que é e para que serve? Protetor solar sem cor com ação anti-idade, textura ultrafluida e acabamento invisível. Ultra resistente à água e ao suor. Não pegajoso e nem oleoso. Com alta concentração de água termal de La Roche Posay e vitamina E. Toque seco e acabamento invisível sem resíduos brancos.  O HydraOXé um protetor solar que previne o envelhecimento com FPS 60 apropriado para todos os tipos de pele.   O HydraOX possui proteção ultra-ampla de amplo espectro contra raios UVA, UVB, certos Infravermelhos-A e poluição, com um acabamento invisível.   Ultra resistente à água, suor e areia. Não pegajoso, não oleoso. Textura fluida. Possui Eficácia reforçada antioxidante que ajuda a preservar o colágeno da pele.   Com alta concentração de água termal de La Roche Posay + vitamina E. Tecnologia Inovadora de polímeros semi-cristalinos + glicerina para hidratar a pele com leveza, toque seco e acabamento invisível sem resíduos brancos.  Indicado: Para pele misto, normal ou seca.  Benefícios do Produto: -Previne o envelhecimento;  - Acabamento invisível;  - Textura Fluida; - Complexo Antioxidante;  - Com água termal La Roche Posay;  - Enriquecido com vitamina E.  Modo de Usar: Aplique abundantemente sobre a pele 30 minutos antes da exposiçao ao sol. Se a quantidade aplicada não for adequada, o nível de proteção sera significamente reduzido. É necessária a reaplicação do produto para manter a sua efetividade. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante exposição ao sol. Agite antes de usar.";60
Protetor Solar Facial La Roche-Posay - Anthelios Hydraox FPS 60 - 50g; La Roche-Posay;Na compra desse produto, a cada um R$ 1,00 gasto você ganha 10 pontos. Não é cadastrado? Cadastre-se Não acumulativo com outras promoções e cupons de desconto (verifique a finalização da compra);60
Protetor Solar Facial La Roche-Posay Anthelios Airlicium FPS70 - 3.0; La Roche-Posay;Brinde Card Sample Banderas Icon Woman 1Un (Imagem Ilustrativa);70
Protetor Solar Facial La Roche-Posay Anthelios Airlicium+ Fluido FPS50 - 40ml; La Roche-Posay;Brinde Card Sample Banderas Icon Woman 1Un (Imagem Ilustrativa);50
Protetor Solar Facial Mantecorp Skincare Episol Sec OC Fps 99 - 60g; Mantecorp Skincare;"Episol Sec OC é uma linha de protetor solar indicada para pele oleosa.   O Protetor Episol Sec OC foi criado para suprir as necessidades de proteção do rosto de quem tem a pele oleosa. Para isso, ele conta com a tecnologia Skin Self Control e ativos que agem diretamente nas glândulas sebáceas.  Com isso, ele controla a oleosidade da pele por 12h, reduz os poros e proporciona uma sensação de limpeza, com seu toque seco e efeito matificante. Além disso, ele possui alta proteção contra os danos solares causados pelos raios UVA, UVB e infravermelho A, graças à sua formulação e ao seu FPS 99.  Auxilia a prevenir o envelhecimento precoce, causado pelos raios solares, e tem ação adstringente, o que ajuda a reduzir o tamanho e o número de poros da face.  Por que usar o Protetor Episol Sec OC?  Os raios UVA, UVB e infravermelho A são responsáveis por gerar diversos danos na pele, como o envelhecimento precoce, queimaduras, flacidez, manchas e até mesmo câncer de pele.  Por isso, se você tem a pele oleosa e quer protegê-la contra os raios solares, pode contar com o Protetor Solar Facial Episol Sec OC. Além de defender contra os malefícios provocados pelos raios UV, ele ainda traz uma sensação de pele limpa, preserva o colágeno e não obstrui os poros.  Benefícios do Produto: - Possui Tecnologia Skin Self Control, uma nova geração em fotoproteção para peles oleosas, contendo glicoesferas de sílica pré-carregadas com os ativos Miniporyl e Nelupure; - Assegura 12h de controle da oleosidade e do brilho facial; - Reduz o tamanho e o número de poros graças à sua ação adstringente; - Garante alta proteção contra os raios UVA, UVB e infravermelho A; - Previne o envelhecimento precoce; - Tem toque seco e efeito mate; - Traz uma sensação de pele limpa; - Preserva o colágeno; - Não obstrui os poros; - Tem textura agradável, de rápida absorção e fácil espalhabilidade; - Pode ser usado diariamente; - Muito resistente à água; - Também está disponível nos FPS 30 e 60.  PRINCÍPIOS ATIVOS:  Filtros solares de proteção UVA e UVB. Tecnologia Skin Self Control, com ativos que controlam a oleosidade, agindo diretamente na glândula sebácea.  Modo de Usar: O Protetor Episol Sec OC deve ser utilizado todos os dias. Para isso, ele pode ser aplicado em abundância e uniformemente sobre a pele antes da exposição ao sol e reaplicado quando necessário.  Ele também pode ser usado dentro da sua rotina de skincare para a pele oleosa, depois da limpeza e hidratação, que devem ser feitas com produtos adequados para as suas necessidades.  Sobre a Marca: Construímos nossa história há mais de 40 anos e o nosso grande objetivo sempre foi trazer à classe médica produtos inovadores, eficientes e comprovadamente seguros, que atendam às necessidades da pele dos brasileiros. Temos um dos maiores centros brasileiros de pesquisa e inovação em produtos de beleza e saúde do País. Hoje, atuamos nos principais mercados e somos a primeira no ranking entre os laboratórios brasileiros, tanto em prescrição médica quanto em vendas. Nosso grande desafio é ser o laboratório especialista em produtos inovadores e eficazes, pensados exclusivamente para atender o mercado brasileiro, tanto em dermocosméticos quanto em medicamentos.";99
Protetor Solar Facial Neostrata Minesol Oil Control FPS 70 - Claro; Neostrata;Imagem meramente ilustrativa. A embalagem está sendo atualizada pelo fabricante, você poderá receber uma das duas embalagens.  O que é e para o que serve?  Protetor Solar Facial com alta fixação e cobertura de longa duração, possui fórmula com Neoglucosamina, Feverfew e Vitamina E, corrigindo linhas finas e acelerando a renovação celular.   Sua fórmula com cor possui tons especialmente desenvolvidos para a pele brasileira, em uma textura ultraleve e com efeito blur matificante, reduz a oleosidade com o uso contínuo.   Controla o brilho por até 12 horas enquanto oferece proteção avançada contra raios UVB, UVA, UVA longo, protege contra a luz visível e poluição.   Benefícios e diferenciais:  -Tecnologia de proteção avançada 3D Extended Defense: UVB, UVA, UVA longo, protege contra a luz visível e poluição  -Com Feverfew* + Vitamina E: poderosos antioxidantes, previnem e combatem os sinais de envelhecimento da pele  -Com Neoglucosamina: que estimula a síntese de colágeno, corrige rugas e linhas finas com uso contínuo.  -Com Sepicontrol-A5: ativo regulador da oleosidade  -Com microesferas absorvedoras: efeito matte duradouro  -Efeito blur matificante: 12h de controle ativo e redução da oleosidade  -Redução de até 86%** da oleosidade da pele em 28 dias  -Corrige linhas finas e rugas***: pele mais lisa e uniforme  -Gel creme com sensorial ultraleve: não derrete e não pesa  -Alta fixação e cobertura de longa duração  -Fragrância suave  -Indicado para pele mista, pele oleosa e pele acneica  -Dermatologicamente testado e não comedogênico   *Estudo in vitro. ** Estudo clínico conduzido em 36 mulheres de pele oleosa, 18-45 anos, para avaliação de eficácia do produto na redução da oleosidade da pele em condições controladas (12 horas) e em condições reais de uso, por 28 dias. ***Com o uso contínuo.   Como usar:  Aplique abundantemente antes da exposição ao sol. Reaplicar sempre após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. *É necessária a reaplicação do produto a cada 2 horas para manter a efetividade da proteção solar. Uso diário. Conservar em local fresco e ao abrigo da luz solar direta.   Composição:  -Feverfew: Antioxidante 5x mais potente que a Vitamina C, combate os radicais livres e auxilia na prevenção dos sinais de envelhecimento da pele*.  *Estudo in vitro   -Neoglucosamina: Ativo anti-idade de NEOSTRATA, que estimula a síntese de colágeno, corrige rugas e linhas finas com uso contínuo.    -Vitamina E: Poderoso antioxidante, combate fatores externos de envelhecimento da pele como a poluição e os raios UV, prevenindo o envelhecimento precoce.   Precauções:  Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. Ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação. Evite exposição prolongada das crianças ao sol. Produto de uso adulto. Evite contato com os olhos. Caso isso aconteça, enxágue-os com água em abundância. Em contato com tecido pode causar manchas.;70
Protetor Solar Facial Neostrata Minesol Oil Control FPS 70 - Claro; Neostrata;SEM DETALHE;70
Protetor Solar Facial Neutrogena Sun Fresh Derm Care FPS70 – Pele Normal a Seca - 40g; Neutrogena;"Protetor Solar Facial Para Pele Seca NEUTROGENA SUN FRESH Derm Care Sem Cor FPS 70, 40g possui textura ultraleve e hidratante que não derrete e oferece alta proteção contra os raios UVA, UVB e ajuda a proteger contra a luz visível com sua exclusiva tecnologia HELIOPLEX® XP.   Com ativos ricos em propriedades hidratantes que deixam a pele macia, aveludada e preenchida e complexo antioxidante rejuvenescedor formado por Niacinamida, ativo clareador de sinais causados pelo sol, Feverfew e Vitamina C, poderosos antioxidantes. Melhora a firmeza e elasticidade da pele e possui textura não oleosa.   Dermatologicamente testado e adequado para peles sensíveis.  Benefícios e diferenciais:  Fórmula que não derrete/escorre com suor e umidade; Deixa a pele aveludada e macia; Devolve o brilho natural da pele saudável; Melhora a firmeza e elasticidade da pele; Deixa a sensação prolongada de pele hidratada; Testado e aprovado para a pele sensível.  Como usar:  Aplique abundantemente antes da exposição ao sol. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. É necessária a reaplicação do produto para manter a sua efetividade de proteção solar. Uso diário. Precauções:  Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. Ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação. Evite exposição prolongada das crianças ao sol. Produto de uso adulto. Evite contato com os olhos. Caso isso aconteça, enxágue-os com água em abundância. Em contato com tecido pode causar manchas. Conservar em local fresco e ao abrigo da luz solar direta.";70
Protetor Solar Facial Neutrogena Sun Fresh FPS 30 - 40g; Neutrogena;"O que é e para que serve?  Protetor Solar Facial Neutrogena Sun FreshFPS 30 , 40g possui textura ultraleve e hidratante que não derrete e oferece alta proteção contra os raios UVA, UVB e ajuda a proteger contra a luz visível com sua exclusiva tecnologia HELIOPLEX XP.   Com ativos ricos em propriedades hidratantes que deixam a pele macia, aveludada e preenchida e complexo antioxidante rejuvenescedor formado por Niacinamida, ativo clareador de sinais causados pelo sol, Feverfew e Vitamina C, poderosos antioxidantes.   Melhora a firmeza e elasticidade da pele e possui textura não oleosa. Dermatologicamente testado e adequado para peles sensíveis.  Benefícios e diferenciais:  Fórmula que não derrete/escorre com suor e umidade; Deixa a pele aveludada e macia; Devolve o brilho natural da pele saudável; Melhora a firmeza e elasticidade da pele; Deixa a sensação prolongada de pele hidratada; Testado e aprovado para a pele sensível.   Como usar:  Aplique abundantemente antes da exposição ao sol. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. É necessária a reaplicação do produto para manter a sua efetividade de proteção solar. Uso diário.  Precauções:  Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. Ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação. Evite exposição prolongada das crianças ao sol. Produto de uso adulto. Evite contato com os olhos. Caso isso aconteça, enxágue-os com água em abundância. Em contato com tecido pode causar manchas. Conservar em local fresco e ao abrigo da luz solar direta.";30
